Source_ID,RA(J2000),DEC(J2000),Source_Type,F100,e_F100,F131.25,e_F131.25,F143.75,e_F143.75,F156.25,e_F156.25,F168.75,e_F168.75,Spectral_Index,e_Spectral_Index
21CMA-DDR1-J082622+852333,08:26:21.68,+85:23:32.8,P,0.1495421368388676,0.0305948704835703,0.1268728008045345,0.0232597016178561,0.1219593333093323,0.0267585468508758,0.1005821261842029,0.024364817052135,0.0855370413051945,0.0190020186875287,-0.9827163137796064,0.5249006672193327
21CMA-DDR1-J032511+851738,03:25:10.74,+85:17:38.5,P,0.7798887738867849,0.0451606256536457,0.5945297592482618,0.0234405230008672,0.5890823692414506,0.0214251378470839,0.4849716616240722,0.0188016803534493,0.34272495766122,0.014210909656813,-1.47306729188135,0.1249322178931127
21CMA-DDR1-J050539+861335,05:05:39.04,+86:13:35.1,P,0.1015147281133075,0.0299586711870212,0.0823447260786003,0.0161509550058005,0.0739510455735631,0.0140511815094372,0.0758284971948828,0.0164555791288424,0.0662769611454009,0.0087517106059798,-0.7963691304135553,0.5579202341173866
21CMA-DDR1-J051106+861512,05:11:06.08,+86:15:12.1,P,0.1667666556702657,0.0250265991152974,0.159380496804656,0.0138268593474237,0.1360905008428769,0.0108864584449185,0.1389262001839563,0.0095129359598489,0.1439895895839979,0.0091438632154547,-0.3178799740956145,0.2699513645053788
21CMA-DDR1-J053710+861830,05:37:09.93,+86:18:29.7,P,,,0.0579909140336379,0.016446200156647,0.0518043666460962,0.011863138969657,,,0.0449529082221566,0.0116982420579079,-0.9899699028970704,1.4915613314061709
21CMA-DDR1-J073357+860004,07:33:57.04,+86:00:03.9,P,0.1009191784349377,0.0271420510358681,0.0879217507877096,0.018559259398449,0.090113563223392,0.0142524299374792,0.089964629058935,0.0177605007455624,0.0777094358552528,0.0136799126124407,-0.4248396129254007,0.5760074648086274
21CMA-DDR1-J071215+861014,07:12:14.58,+86:10:13.6,P,0.456525725572446,0.0395480644366025,0.3405427238110943,0.0219444610865872,0.3389823817550525,0.0203358834802093,0.3693159798156678,0.0207169372744208,0.3538422988800636,0.0228633541762015,-0.366879330873346,0.189367322630159
21CMA-DDR1-J074650+855520,07:46:49.70,+85:55:19.6,P,0.1750712904544402,0.0232069187409536,0.1654434365926027,0.0155748388300692,0.1550398262082636,0.0124517829079938,0.1392191213281601,0.0102700198232666,0.1472705449809703,0.0135074489179964,-0.4505037147545362,0.2801254000840464
21CMA-DDR1-J041913+855856,04:19:12.53,+85:58:56.4,P,,,,,0.0691423364806381,0.0193217969728191,0.0793653079983026,0.0207700425787663,0.0646904420065753,0.0142947849887123,-0.5455613675722146,2.208989689602932
21CMA-DDR1-J052156+862007,05:21:56.03,+86:20:06.9,P,0.7409353754194588,0.0282015498573128,0.5133495761760589,0.01796648823523,0.433529965849615,0.0167037923309622,0.4440099165725106,0.0234588646989369,0.4529235549246296,0.0167404633110539,-1.0168795346126835,0.0956343305502716
21CMA-DDR1-J053440+862144,05:34:40.32,+86:21:44.1,P,0.1136858755510177,0.0278803589023322,0.1163323764690872,0.0145965998184978,0.1071092001280662,0.0123823384521115,0.1206159815958765,0.021643714395697,0.109072387260531,0.0095192404461051,-0.1032884427110538,0.4128900362639492
21CMA-DDR1-J060854+862312,06:08:53.83,+86:23:12.0,P,0.1183841442061233,0.0231381494008405,0.1284768990336357,0.0161095823199016,0.1213168456537705,0.0133316271731167,0.124593728981456,0.0192042202186314,0.1083989786082083,0.0094873829161759,-0.2821295608958892,0.3681031196816776
21CMA-DDR1-J035519+854701,03:55:19.05,+85:47:01.2,P,0.1884339990592819,0.0269440218012301,0.1964466585187833,0.0181572342968946,0.1832669185767225,0.0179503120330832,0.1806450208261093,0.0184294188496807,0.1503877309909651,0.02086501169565,-0.3372971968794344,0.3321148595669668
21CMA-DDR1-J080243+854735,08:02:42.90,+85:47:34.6,P,0.0923615694700591,0.0237318892811962,0.087700375700611,0.0209969823239701,0.0893469369278906,0.0268586478691173,0.0812439117485482,0.020281213404001,0.0671191349317688,0.0179968097017749,-0.4804140925594265,0.6401218819002815
21CMA-DDR1-J073150+860609,07:31:50.49,+86:06:09.2,P,,,0.0911866777098327,0.020688142884227,0.0734149742083416,0.0150263652701804,0.0861343703992452,0.020205130964179,0.0682094985070656,0.0125252670543885,-0.888149757074787,1.0995909254066034
21CMA-DDR1-J083451+852334,08:34:50.66,+85:23:34.5,P,0.0997819744861376,0.0249402355046447,0.1020294746029491,0.0323748128891735,0.0898090777383128,0.0260281310470875,,,0.0635236461477826,0.0165982664702149,-0.7787345709223163,0.67357934756248
21CMA-DDR1-J055832+862554,05:58:32.18,+86:25:53.9,P,0.4160592523698275,0.023107310343802,0.2934524407270908,0.0157853604721272,0.2794044871737358,0.0152762721853321,0.2749387993420775,0.0181702245585043,0.2640023434014032,0.0147261061865703,-0.8814658982494828,0.1394122836167753
21CMA-DDR1-J045922+861814,04:59:22.39,+86:18:14.2,P,0.0975648649700235,0.0296834088871342,0.0898394652281197,0.0193172891242954,0.0887273141744064,0.0154714174438816,0.0749135991720974,0.0174685807283794,0.0781679997858652,0.0113048346913444,-0.4970831254525843,0.5897148559951901
21CMA-DDR1-J044859+861532,04:48:58.56,+86:15:32.1,P,0.0897290029503907,0.0250958428215042,0.0837421656791823,0.0209253040058788,0.0714891810215142,0.0157038753497405,0.0638854095409911,0.0144155603342617,0.0704762485833906,0.0118262632744072,-0.5549733616052466,0.5922260114000449
21CMA-DDR1-J040023+855355,04:00:23.44,+85:53:55.5,P,0.1030500024369872,0.0292653287195609,0.0805540488567587,0.0213932452803752,0.0864028037158053,0.0180484491938436,0.0883254436232213,0.0209083584131226,0.0747163663545129,0.0146920963976426,-0.5025132598294545,0.6275764853883701
21CMA-DDR1-J041747+860351,04:17:47.30,+86:03:51.0,P,0.254743223666954,0.0385837166526514,0.266705676843873,0.0178940306554183,0.2403868948876467,0.0172586381106157,0.2269955970737865,0.0144501654577866,0.2215724693163375,0.0107124235270087,-0.4881376334686272,0.2369941530343141
21CMA-DDR1-J063909+862510,06:39:09.46,+86:25:09.9,P,1.1950106688504782,0.0259648972137776,0.8198937387549475,0.0155354966645646,0.7728420620536728,0.01568068776125,0.7609826355448485,0.0151477863724829,0.7219293739666462,0.0150586178601124,-0.9540638087061096,0.0525224241847126
21CMA-DDR1-J045907+862242,04:59:07.18,+86:22:42.4,P,0.1599497826636612,0.0316825154756818,0.1889683552538841,0.0161438326014245,0.189218799281163,0.0138925241259649,0.171030150733328,0.0134373485944306,0.1800534743627557,0.0104131182416339,-0.0371769957086374,0.2967977203986748
21CMA-DDR1-J083504+853037,08:35:04.42,+85:30:37.2,P,0.5884878314539135,0.035930973362883,0.4081397909028149,0.0175124310299495,0.3620700002381734,0.0206264362535341,0.2638550553000474,0.0185023509419802,0.2680970859366082,0.0141533497238741,-1.5807746988905385,0.145314892396397
21CMA-DDR1-J073236+861122,07:32:36.28,+86:11:22.2,P,0.0685963217371278,0.0199573180861872,0.0992178631017115,0.0303785290032728,0.0689726787383696,0.0174952395864662,0.0704336392580893,0.0187082301217334,0.0514175715470406,0.0126801274017802,-0.5123905096776787,0.6843396445757995
21CMA-DDR1-J033901+854337,03:39:01.19,+85:43:37.3,P,0.0842574762401001,0.0257377520818853,0.0698569817703191,0.0181987211626078,0.0686711774132697,0.0192170735585371,0.0524665729708618,0.0160322054202377,0.056008543105433,0.016859964455392,-0.8613121484493178,0.7491830346162967
21CMA-DDR1-J035240+855420,03:52:39.96,+85:54:20.4,P,0.7355052941790888,0.0333003879551683,0.5996960441695144,0.0204267066960585,0.5888774729912225,0.0197950477880305,0.5519091035667354,0.0155809459238347,0.5005954352631006,0.0144549412503982,-0.7005608536480475,0.0950991573287417
21CMA-DDR1-J043351+861548,04:33:51.02,+86:15:48.4,P,0.1679734699233586,0.0257069313953579,0.1560294276804303,0.0143150270301069,0.1437884030589153,0.0100509077589841,0.1347805366286154,0.0115986237714053,0.1444246665801967,0.0114185538349992,-0.3517111541081967,0.2950403879156078
21CMA-DDR1-J053334+862952,05:33:33.97,+86:29:52.1,P,,,0.0645182639454208,0.0153427334162024,0.0664299880732195,0.0141889507668132,0.0555994758252802,0.0130153837098312,0.0530019273884489,0.0106286099351379,-0.93595613692365,1.1714927924442189
21CMA-DDR1-J062824+862949,06:28:24.16,+86:29:49.5,P,0.1198589726434173,0.02214821172463,0.1096557953555009,0.0118473158793282,0.1074710635687366,0.0104525013728616,0.1280312955541992,0.0230650545558011,0.1192880051851972,0.0081015148053464,0.1491149495592545,0.3229084227157262
21CMA-DDR1-J075155+860354,07:51:55.26,+86:03:54.2,P,0.4476213844476078,0.0263454803222657,0.3089066314011919,0.0167193795387619,0.2844468008113495,0.0175098848232586,0.2703363109387472,0.0158872987356405,0.2466573632426656,0.0131991720185989,-1.1209442723919585,0.1416875871131457
21CMA-DDR1-J080747+855331,08:07:46.70,+85:53:30.7,P,,,0.0759746404796815,0.0241253124972619,0.0707561163912333,0.0218661606271749,,,0.0622705958245305,0.0185092577568007,-0.7922111970787735,1.6980897802060448
21CMA-DDR1-J031633+852554,03:16:32.82,+85:25:53.8,P,,,0.1356382175959611,0.0351007284686819,0.1192484583798852,0.025717371916762,0.0863102151844082,0.0260943603207579,0.0782948983141541,0.0170483377618407,-2.3424316048853915,1.2740966562797855
21CMA-DDR1-J032749+853828,03:27:48.54,+85:38:27.7,P,0.9819184221816348,0.0403765901831678,0.7585246614773228,0.0235734175982932,0.6773502936206623,0.0186898096602133,0.5321114958987914,0.0143954345910948,0.5307827979761094,0.0158393484951272,-1.3020835780018003,0.0895188359363322
21CMA-DDR1-J033330+854250,03:33:30.16,+85:42:50.0,P,,,0.0827490315871893,0.0197773786075179,0.0839470889848713,0.0196841168028132,0.0610545219280117,0.0170311386494323,0.0621858701106617,0.0173794301531617,-1.389931002886304,1.3799498265170462
21CMA-DDR1-J044349+862218,04:43:49.14,+86:22:17.6,P,0.1156861897477981,0.0217248347248647,0.1222357476698333,0.0165196249581584,0.0983862224119306,0.0093054339356323,0.1007319321991541,0.0089057613825784,0.0887945586272696,0.0060280594593326,-0.6591236028582406,0.3339366355979166
21CMA-DDR1-J045430+862542,04:54:30.18,+86:25:41.7,P,0.1607748426530744,0.030959498563022,0.1573012455791418,0.0158172997643199,0.1420815291957105,0.0115786804684549,0.1605460968282179,0.0148965711503301,0.1362971806681144,0.0093903249444788,-0.325159975820944,0.3230116293773117
21CMA-DDR1-J052254+863110,05:22:54.37,+86:31:09.5,P,,,0.0449572881969024,0.0132333336871826,0.0441226015584707,0.0129529306277222,0.0375640410286827,0.0119449181530454,0.0402670872793084,0.0093950354567199,-0.5278959623449935,1.424771482495943
21CMA-DDR1-J084957+852116,08:49:56.94,+85:21:16.2,P,0.1386042119230127,0.0321199673071795,0.1446901498084263,0.0277044520602587,0.1305170433556011,0.0273252106352249,0.0960394804150955,0.0172048134021011,0.0884482874369881,0.0180220708814686,-0.9554452103683768,0.5382474058075379
21CMA-DDR1-J081308+855605,08:13:08.05,+85:56:05.4,P,0.1158138799142201,0.0346899017485794,0.0988350317134995,0.0276048230280677,0.0843499005773976,0.0190363533571852,0.0690709342079095,0.0213343209039327,0.0647248713263924,0.0160858520373093,-1.1631204285786731,0.7035992169479935
21CMA-DDR1-J055459+863732,05:54:58.81,+86:37:31.9,P,0.104126748508074,0.0206693863136972,0.1006737726066996,0.0218229220591876,0.0833618498190656,0.0152700132508585,0.0800058116498628,0.0172456280077361,0.0730592589012293,0.007977865229351,-0.7344618141990448,0.4176816699581539
21CMA-DDR1-J082758+854640,08:27:58.43,+85:46:40.2,P,0.6752202366805701,0.0228728996910417,0.5940694990314995,0.0208260117075604,0.5449921764393436,0.0191485562569788,0.4721843269970888,0.0169810217267275,0.4798915417729574,0.0179071258064643,-0.7089633354308009,0.0863177212587702
21CMA-DDR1-J062530+863656,06:25:29.86,+86:36:56.0,P,,,0.0859318512140764,0.0189683447511094,0.0832856707258237,0.0211564304857904,0.0713090711923813,0.0176507877965731,0.0655484931641872,0.0127192370213586,-1.1388569888668822,1.126739604412307
21CMA-DDR1-J073143+862213,07:31:43.20,+86:22:13.5,P,,,0.0693899864135314,0.016606927273856,0.0675576151032347,0.0160116171648685,0.0468772257979261,0.0121654588097887,0.0507770224797232,0.0088588337546217,-1.4348069227051443,1.1174179346711035
21CMA-DDR1-J045822+863211,04:58:21.96,+86:32:11.4,P,,,0.0887947925038221,0.0175021042097707,0.0698347399938116,0.0166985223594129,0.0756640099142088,0.0162634502844038,0.0649690740709457,0.0116324368792869,-1.087980877989975,1.02170092169938
21CMA-DDR1-J050319+863406,05:03:19.11,+86:34:06.2,P,1.0621484335448343,0.0260650929452045,0.7903855650986921,0.0149190213171113,0.7230239513670538,0.0140439626787839,0.6771021621597694,0.0153326219894236,0.6357908326900049,0.0116775430360895,-0.9746331085183636,0.0552435750194331
21CMA-DDR1-J070250+863427,07:02:50.24,+86:34:27.2,P,1.9047244122669404,0.0498836256196297,1.2740239290416815,0.0259484020179275,1.2352539247728278,0.0222273931131468,1.1444445524677034,0.0225885522381007,1.0442423466032482,0.0177721531917769,-1.0834997338044037,0.0560293049162964
21CMA-DDR1-J070328+863226,07:03:28.00,+86:32:25.9,P,,,,,0.170040724456888,0.0246084751849549,0.1862695542762986,0.0279092540408814,0.1583799981292392,0.024484942266935,-0.3867987629870983,1.3182332994510206
21CMA-DDR1-J081800+855821,08:17:59.92,+85:58:21.0,P,0.1377789367120212,0.02479639478105,0.1147981658363879,0.0236594400431536,0.1055106982684764,0.0128431991575069,0.0852725068531888,0.0206113004152668,0.0750751779120327,0.0150450824965294,-1.0620836826604754,0.4643965928816929
