Source_ID,RA(J2000),DEC(J2000),Source_Type,F100,e_F100,F131.25,e_F131.25,F143.75,e_F143.75,F156.25,e_F156.25,F168.75,e_F168.75,Spectral_Index,e_Spectral_Index
21CMA-DDR1-J172842+872310,17:28:41.62,+87:23:10.2,P,0.0847063914325422,0.0153108126337888,0.0925854258975774,0.0102161962567673,0.0896049126519342,0.0074403259922028,0.0857220837512906,0.0074363529390532,0.0812452764930928,0.0058345495178916,-0.2266137305463386,0.3216156875308275
21CMA-DDR1-J171743+872156,17:17:42.92,+87:21:55.8,P,0.2522252087179255,0.0153201092472241,0.2176079215604645,0.0094263056642907,0.2175374287124913,0.0111325592517201,0.2187290915723811,0.0109415011599379,0.1878348505712584,0.009151178687002,-0.4699271350568277,0.1377966347254939
21CMA-DDR1-J205914+862014,20:59:14.12,+86:20:14.5,P,0.0764326192863741,0.015031469093598,0.0921727199336702,0.0122018355687594,0.0910852171724197,0.0095516720894547,0.0694477872185609,0.0118814455461254,0.0601360738128267,0.010743167028744,-0.423874782240031,0.4596592003444932
21CMA-DDR1-J200406+865711,20:04:05.71,+86:57:11.4,P,0.2382963929265512,0.0109065110325671,0.1862490914844451,0.0068845724204595,0.176314129528628,0.0078338010584884,0.1638637022671281,0.0102944253412943,0.1506185634025076,0.0085598416579932,-0.855498417943475,0.1229903053892585
21CMA-DDR1-J192151+871301,19:21:51.22,+87:13:00.6,P,0.0412770260304988,0.010080388328131,0.0448484603957671,0.0126746755279429,0.050352727594567,0.0101492413104982,0.035364424829076,0.0089028434702949,0.0357466773387465,0.0047628099992128,-0.3910122450694103,0.5135043122353985
21CMA-DDR1-J185423+871846,18:54:23.34,+87:18:46.1,P,0.199868853993716,0.0123060251949794,0.1419218375786269,0.0095464077512545,0.1312576598360718,0.0067441770560119,0.1208400710183411,0.0077066742570008,0.121993728328926,0.0070890932549421,-0.9954316892459264,0.1503056118118183
21CMA-DDR1-J210116+861658,21:01:15.67,+86:16:58.2,P,0.0746521224684665,0.0131014037943444,0.0804606723122343,0.0113399981279545,0.0813655027578883,0.0081327513282149,0.0603852132910672,0.0080732136219725,0.0546133101489375,0.0081948824602558,-0.6137380652797423,0.4032553862105136
21CMA-DDR1-J180402+872245,18:04:02.07,+87:22:44.9,P,0.0822309476894808,0.0129907148885346,0.0916492389917928,0.0056089577794211,0.0911570772747,0.00650623184821,0.0882983349190281,0.0072155328912775,0.0782769422772536,0.0047832528592854,-0.3110784804248893,0.2572244744309597
21CMA-DDR1-J194644+870334,19:46:44.18,+87:03:34.4,P,0.1715101411002985,0.0132831366146346,0.1371403860158594,0.0073298959124592,0.1280801320116315,0.0072854355501478,0.1211842215609458,0.0085932588498464,0.1133743382756343,0.0061775207391741,-0.7820667728788244,0.170132479078566
21CMA-DDR1-J175113+872202,17:51:12.70,+87:22:02.4,P,,,0.041620739338014,0.0082980368268134,0.0348458078598842,0.0081132883325388,0.0304760572188716,0.0069443244506861,0.0337880803921289,0.0048569430654945,-0.7800389536458281,0.9381659754806546
